instruction,input,output,answer_text,row_id,case_id,answer_status,answer_method,answer_confidence,fixed_case_id,reference_letter
"Please answer the following multiple-choice question:
A 19 year old young girl with previous history of repeated pain over medial canthus and chronic use of nasal decongestants, presented with abrupt onset of fever with chills & rigor, diplopia on lateral gaze, moderate proptosis & chemosis. On examination optic disc is congested. Most likely diagnosis is?
A. Cavernous sinus thrombosis
B. Orbital cell ulitis
C. Acute Ethmoidal sinusitis
D. Orbital apex syndrome",,A,Cavernous sinus thrombosis,5782,4b66d86474ad760a0252e6e5ef709846dc277de437e59249e43e0b3059b622b7,SOURCE_DERIVED_HIGH,final_marker_text,0.9,c878e44d46b74ba04e1936bf15bd315ec59b0825a4aa19dafd24c0a5d81afb82,A
"Please answer the following multiple-choice question:
For RNA, which blotting technique is used?
A. Western blot
B. Nohern blot
C. Southern blot
D. None",,B,Nohern blot,2134,4793689f22b77ae09dafc1466c5c0b3d3578bcd975027455c9e77090806fe7f3,SOURCE_DERIVED_MODERATE,explicit_phrase_text,0.86,d076707112d8804e273a5bd0dd74eaf7024d9d209801cac2f52c1bff30d92f67,B
"Please answer the following multiple-choice question:
Casper's dictum for rate of decomposition in air: water: buried bodies is: TN 09?
A. 8:04:01
B. 4:02:01
C. 1:02:04
D. 1:04:08",,D,1:04:08,3232,9c54dbe1622de00811db4e7531ab4a5c29670849bbaefe9e0948dd52e1559d8f,SOURCE_DERIVED_HIGH,explicit_phrase_text,1.0,d2bf496c71740b6f6d3be0b90710d58062c6001998d8614f9a7494cc23ec4722,D
"Please answer the following multiple-choice question:
A 43-year-old man is hit in the face with a baseball bat and presents to the emergency department with massive facial swelling, ecchymosis, and an elongated face. There is mobility of the middle third of the face on digital manipulation of the maxilla. What is the likely diagnosis?
A. Lambdoid injury
B. Odontoid fracture
C. LeFort III fracture
D. Palatal split",,C,LeFort III fracture,8705,631b072fefae48cab2ad8ed73369f19f810cee5c4f4b2f24399b064afc701751,SOURCE_DERIVED_MODERATE,conclusion_sentence,0.76,d5786308bc7f7d5013eb5326f2297d5306654f4261036071644020b1b58ed23a,C
"Please answer the following multiple-choice question:
80 year old, asymptomatic man present with a Total Leucocyte Count of 1 lakh, with 80% lymphocytes and 20% PMC's. What is the most probable diagnosis?
A. HIV
B. CML
C. CLL
D. TB",,C,CLL,2521,859cc23bc6550b6d42bda202b5a788a912fdcb08c5cf74536c0d53f253ed7fce,SOURCE_DERIVED_MODERATE,conclusion_sentence,0.76,d670dd80316011fa003f97722236ed0d7fa0afd4afab0d7d3ed8488d17dc9587,C
"Please answer the following multiple-choice question:
A 25 year old colonscopy showed pigmentary deposits and microscopy showed pigment laden macrophages. The women in on laxatives for past one year. Which of the following is the cause of it ?
A. Castor oil
B. Bisacodyl
C. Lactulose
D. Senna",,D,Senna,6579,95125ce815c587ccf4a8e9325588c71ce883d8ad46a6b10dbe07aefd75f8c599,SOURCE_DERIVED_HIGH,final_marker_text,1.0,d90dc75737c08cbfe49916c2afb3bbf6b3e83a8035c31be32f4c02509155ae21,D
"Please answer the following multiple-choice question:
A 35 - year old male develops involvements of PIP,DIP and metacarpo phalangeal joints with sparing of wrist and carpometacarpal joints. The probable diagnosis is -?
A. Psoriatic arthopathy
B. Osteo arthritis
C. Rheumatoid arthritis
D. Pseudo gout",,C,Rheumatoid arthritis,7825,4249b2d64185d31f57e90b87251b950745c5913c332467df99c8bf66a55c965f,SOURCE_DERIVED_HIGH,final_marker_text,0.9,dc6276972f757161dc1c56fedfad5d03dc168f493d6209bde97d1fba233644c2,C
"Please answer the following multiple-choice question:
An 6 cm simple ovarian cyst was identified in late pregnancy, what would be the best management ?:?
A. Emergency laparotomy
B. Removal after after 6 weeks of puerperium
C. Removal early in the puerperium
D. Conservative as most tumors would subside",,C,Removal early in the puerperium,2317,5d1aa04b7a339e00d5fb25d11064e29a7e48076e8a11fc6e041ef69f77944128,SOURCE_DERIVED_MODERATE,tail_unique_option,0.8,e714fdc51939b2e5a61455033f4d0ec36fcc736d0bc8522621d4056d879beee2,C
"Please answer the following multiple-choice question:
Esthiomene is seen in:?
A. Chancroid
B. Granuloma inguinale
C. LGV
D. Syphilis",,C,LGV,3408,67d44fde15a8c19fd73e6564a9fec90ccbf04816d171244d8683b6a92ac42d9b,SOURCE_DERIVED_MODERATE,conclusion_sentence,0.76,eb864acbced3ff52e9d78d88960a6817a1cd8680d7a57b7c271c5aab888aa9de,C
"Please answer the following multiple-choice question:
Gravindrex test can detect pregnancy in: MAHE 12?
A. 2 weeks
B. 4 weeks
C. 8 weeks
D. 12 weeks",,A,2 weeks,828,0e8df758cc150b45d9cb5784d70f80b880fa83ab057dd60be9d1f08e8f9c813e,SOURCE_DERIVED_MODERATE,tail_unique_option,0.8,f900b6b214a4c1f290ffd8bd6b3679121cbad856b6a9372118d9f77aa8ead42c,A
"Please answer the following multiple-choice question:
A 49-year-old man is admitted to the emergency department with a cold and pale foot. Physical examination reveals that the patient suffers from peripheral vascular disease and his popliteal artery is occluded and no pulse is felt upon palpation. What is the landmark to feel the pulse of the femoral artery?
A. Adductor canal
B. Femoral triangle
C. Popliteal fossa
D. Inguinal canal",,B,Femoral triangle,9118,115f1452854ba603933700c02eef1be2cdb91008535170da02d60c790c3bab78,SOURCE_DERIVED_HIGH,final_marker_text,0.9,fed0d121b289748c978e0c04d1543829a5fbcbc6eab08acbbc82c1f15e3e747e,B
"Please answer the following multiple-choice question:
A 47-year-old female tennis professional is informed by her physician that she has a rotator cuff injury that will require surgery. Her physician explains that over the years of play a shoulder ligament has gradually caused severe damage to the underlying muscle. To which of the following ligaments is the physician most likely referring?
A. Acromioclavicular ligament
B. Coracohumeral ligament
C. Glenohumeral ligament
D. Coracoacromial ligament",,D,Coracoacromial ligament,9052,37c09d0c07520138acdb1391ce4365bc024cbf9909c3f468f41b30af6f5851a9,SOURCE_DERIVED_HIGH,final_marker_text,0.9,fee5187a6d8466bb59baee475894f7b8a421bf86db8ad0eb98d7688f62c73083,D
